team_home,team_away,goals_home,goals_away,result,date,source
El Salvador,Nicaragua,6.0,1.0,1.0,1963-03-23,international_results
Uruguay,Chile,3.0,2.0,1.0,1963-03-23,international_results
Argentina,Brazil,3.0,0.0,1.0,1963-03-24,international_results
Bolivia,Paraguay,2.0,0.0,1.0,1963-03-24,international_results
Colombia,Peru,1.0,1.0,0.0,1963-03-24,international_results
Costa Rica,Jamaica,6.0,0.0,1.0,1963-03-24,international_results
Mexico,Curaçao,1.0,2.0,2.0,1963-03-24,international_results
Uganda,Ethiopia,1.0,7.0,2.0,1963-03-24,international_results
Honduras,Nicaragua,1.0,0.0,1.0,1963-03-25,international_results
El Salvador,Panama,1.0,1.0,0.0,1963-03-25,international_results
Brazil,Ecuador,2.0,2.0,0.0,1963-03-27,international_results
Guatemala,Nicaragua,3.0,1.0,1.0,1963-03-27,international_results
El Salvador,Honduras,2.0,2.0,0.0,1963-03-27,international_results
Paraguay,Peru,4.0,1.0,1.0,1963-03-27,international_results
Turkey,Italy,0.0,1.0,2.0,1963-03-27,international_results
Bolivia,Argentina,3.0,2.0,1.0,1963-03-28,international_results
Costa Rica,Curaçao,1.0,0.0,1.0,1963-03-28,international_results
Jamaica,Mexico,0.0,8.0,2.0,1963-03-28,international_results
Guatemala,Honduras,1.0,2.0,2.0,1963-03-29,international_results
Nicaragua,Panama,0.0,5.0,2.0,1963-03-29,international_results
Costa Rica,Mexico,0.0,0.0,0.0,1963-03-30,international_results
Jamaica,Curaçao,1.0,2.0,2.0,1963-03-30,international_results
Panama,Honduras,0.0,1.0,2.0,1963-03-31,international_results
El Salvador,Guatemala,1.0,1.0,0.0,1963-03-31,international_results
Argentina,Paraguay,1.0,1.0,0.0,1963-03-31,international_results
Belgium,Yugoslavia,0.0,1.0,2.0,1963-03-31,international_results
Bolivia,Brazil,5.0,4.0,1.0,1963-03-31,international_results
Colombia,Ecuador,3.0,4.0,2.0,1963-03-31,international_results
Czechoslovakia,German DR,1.0,1.0,0.0,1963-03-31,international_results
Lebanon,Kuwait,6.0,0.0,1.0,1963-03-31,international_results
Syria,Jordan,4.0,0.0,1.0,1963-03-31,international_results
Suriname,Trinidad and Tobago,3.0,1.0,1.0,1963-03-31,international_results
Switzerland,Netherlands,1.0,1.0,0.0,1963-03-31,international_results
Suriname,Trinidad and Tobago,1.0,2.0,2.0,1963-04-02,international_results
Syria,Tunisia,0.0,1.0,2.0,1963-04-02,international_results
Kuwait,Jordan,4.0,0.0,1.0,1963-04-02,international_results
Honduras,Curaçao,1.0,4.0,2.0,1963-04-03,international_results
El Salvador,Costa Rica,1.0,4.0,2.0,1963-04-03,international_results
Northern Ireland,Wales,1.0,4.0,2.0,1963-04-03,international_results
Jordan,Tunisia,0.0,4.0,2.0,1963-04-04,international_results
Lebanon,Syria,2.0,3.0,2.0,1963-04-04,international_results
Suriname,Trinidad and Tobago,4.0,3.0,1.0,1963-04-04,international_results
Jersey,Alderney,6.0,0.0,1.0,1963-04-04,international_results
Costa Rica,Curaçao,1.0,0.0,1.0,1963-04-05,international_results
El Salvador,Honduras,3.0,0.0,1.0,1963-04-05,international_results
England,Scotland,1.0,2.0,2.0,1963-04-06,international_results
Kuwait,Tunisia,1.0,5.0,2.0,1963-04-06,international_results
Lebanon,Jordan,5.0,0.0,1.0,1963-04-06,international_results
El Salvador,Curaçao,3.0,2.0,1.0,1963-04-07,international_results
Costa Rica,Honduras,2.0,1.0,1.0,1963-04-07,international_results
Kuwait,Syria,0.0,4.0,2.0,1963-04-07,international_results
Lebanon,Tunisia,0.0,1.0,2.0,1963-04-07,international_results
Senegal,Cameroon,1.0,0.0,1.0,1963-04-12,international_results
Nigeria,Niger,1.0,0.0,1.0,1963-04-12,international_results
Madagascar,Benin,1.0,0.0,1.0,1963-04-12,international_results
Liberia,Chad,2.0,1.0,1.0,1963-04-12,international_results
France,Gambia,5.0,1.0,1.0,1963-04-12,international_results
Gabon,Burkina Faso,4.0,0.0,1.0,1963-04-12,international_results
Congo,Ivory Coast,3.0,2.0,1.0,1963-04-12,international_results
DR Congo,Mauritania,6.0,0.0,1.0,1963-04-12,international_results
Brazil,Argentina,2.0,3.0,2.0,1963-04-13,international_results
Tunisia,Ivory Coast,3.0,1.0,1.0,1963-04-13,international_results
Congo,DR Congo,2.0,1.0,1.0,1963-04-13,international_results
Senegal,Nigeria,5.0,1.0,1.0,1963-04-14,international_results
Cameroon,Niger,3.0,2.0,1.0,1963-04-14,international_results
Benin,Liberia,1.0,0.0,1.0,1963-04-14,international_results
Madagascar,Chad,2.0,1.0,1.0,1963-04-14,international_results
France,Gabon,3.0,0.0,1.0,1963-04-14,international_results
Gambia,Burkina Faso,2.0,2.0,0.0,1963-04-14,international_results
Ivory Coast,Mauritania,2.0,0.0,1.0,1963-04-14,international_results
Tunisia,Congo,2.0,0.0,1.0,1963-04-14,international_results
Tunisia,Mauritania,4.0,0.0,1.0,1963-04-15,international_results
Ivory Coast,DR Congo,1.0,0.0,1.0,1963-04-15,international_results
Brazil,Argentina,5.0,2.0,1.0,1963-04-16,international_results
Guadeloupe,Martinique,3.0,0.0,1.0,1963-04-16,international_results
Senegal,Niger,3.0,1.0,1.0,1963-04-16,international_results
Madagascar,Liberia,3.0,1.0,1.0,1963-04-16,international_results
Benin,Chad,6.0,2.0,1.0,1963-04-16,international_results
Gambia,Gabon,2.0,2.0,0.0,1963-04-16,international_results
France,Burkina Faso,1.0,0.0,1.0,1963-04-16,international_results
Congo,Mauritania,7.0,0.0,1.0,1963-04-16,international_results
DR Congo,Tunisia,1.0,0.0,1.0,1963-04-16,international_results
Netherlands,France,1.0,0.0,1.0,1963-04-17,international_results
Tunisia,Madagascar,2.0,1.0,1.0,1963-04-18,international_results
Senegal,France,2.0,0.0,1.0,1963-04-18,international_results
Guadeloupe,Puerto Rico,3.0,0.0,1.0,1963-04-20,international_results
France,Madagascar,4.0,1.0,1.0,1963-04-20,international_results
Senegal,Tunisia,1.0,1.0,0.0,1963-04-20,international_results
Portugal,Brazil,1.0,0.0,1.0,1963-04-21,international_results
Austria,Czechoslovakia,3.0,1.0,1.0,1963-04-24,international_results
Belgium,Brazil,5.0,1.0,1.0,1963-04-24,international_results
China,North Vietnam,1.0,0.0,1.0,1963-04-25,international_results
Cambodia,North Vietnam,2.0,3.0,2.0,1963-04-26,international_results
Indonesia,Egypt,1.0,3.0,2.0,1963-04-26,international_results
Cambodia,China,0.0,6.0,2.0,1963-04-27,international_results
Indonesia,Egypt,2.0,2.0,0.0,1963-04-27,international_results
Bulgaria,Czechoslovakia,1.0,0.0,1.0,1963-04-28,international_results
France,Brazil,2.0,3.0,2.0,1963-04-28,international_results
Egypt,China,2.0,0.0,1.0,1963-04-30,international_results
Indonesia,North Vietnam,3.0,1.0,1.0,1963-04-30,international_results
Netherlands,Brazil,1.0,0.0,1.0,1963-05-02,international_results
Tanzania,Ethiopia,0.0,2.0,2.0,1963-05-02,international_results
Guernsey,Jersey,1.0,4.0,2.0,1963-05-02,international_results
Germany,Brazil,1.0,2.0,2.0,1963-05-05,international_results
Sweden,Hungary,2.0,1.0,1.0,1963-05-05,international_results
England,Brazil,1.0,1.0,0.0,1963-05-08,international_results
Scotland,Austria,4.0,1.0,1.0,1963-05-08,international_results
Italy,Brazil,3.0,0.0,1.0,1963-05-12,international_results
Romania,German DR,3.0,2.0,1.0,1963-05-12,international_results
Norway,Poland,2.0,5.0,2.0,1963-05-15,international_results
Egypt,Brazil,0.0,1.0,2.0,1963-05-17,international_results
Hungary,Denmark,6.0,0.0,1.0,1963-05-19,international_results
Indonesia,China,1.0,2.0,2.0,1963-05-19,international_results
Israel,Brazil,0.0,5.0,2.0,1963-05-19,international_results
Poland,Greece,4.0,0.0,1.0,1963-05-22,international_results
Russia,Sweden,0.0,1.0,2.0,1963-05-22,international_results
Zanzibar,Ethiopia,0.0,4.0,2.0,1963-05-27,international_results
Czechoslovakia,England,2.0,4.0,2.0,1963-05-29,international_results
Spain,Northern Ireland,1.0,1.0,0.0,1963-05-30,international_results
Kenya,Sudan,0.0,1.0,2.0,1963-06-01,international_results
Czechoslovakia,Hungary,2.0,2.0,0.0,1963-06-02,international_results
German DR,England,1.0,2.0,2.0,1963-06-02,international_results
Poland,Romania,1.0,1.0,0.0,1963-06-02,international_results
Denmark,Finland,1.0,1.0,0.0,1963-06-03,international_results
Kenya,Ethiopia,1.0,2.0,2.0,1963-06-03,international_results
Norway,Scotland,4.0,3.0,1.0,1963-06-04,international_results
Switzerland,England,1.0,8.0,2.0,1963-06-05,international_results
Austria,Italy,0.0,1.0,2.0,1963-06-09,international_results
Republic of Ireland,Scotland,1.0,0.0,1.0,1963-06-09,international_results
Tunisia,Lebanon,2.0,0.0,1.0,1963-06-09,international_results
Spain,Scotland,2.0,6.0,2.0,1963-06-13,international_results
Ethiopia,Sudan,4.0,0.0,1.0,1963-06-16,international_results
Tunisia,Morocco,4.0,1.0,1.0,1963-06-16,international_results
Yugoslavia,Sweden,0.0,0.0,0.0,1963-06-19,international_results
Finland,Norway,2.0,0.0,1.0,1963-06-27,international_results
Denmark,Albania,4.0,0.0,1.0,1963-06-29,international_results
Sudan,Kenya,5.0,0.0,1.0,1963-06-30,international_results
Morocco,Tunisia,4.0,2.0,1.0,1963-07-02,international_results
Zambia,Malawi,5.0,1.0,1.0,1963-07-06,international_results
Algeria,Egypt,2.0,2.0,0.0,1963-07-07,international_results
Chile,Uruguay,0.0,0.0,0.0,1963-07-24,international_results
Nigeria,Guinea,2.0,2.0,0.0,1963-07-27,international_results
Jamaica,El Salvador,0.0,1.0,2.0,1963-08-05,international_results
Jamaica,El Salvador,0.0,0.0,0.0,1963-08-07,international_results
Malaysia,Japan,3.0,4.0,2.0,1963-08-08,international_results
Taiwan,Vietnam Republic,1.0,1.0,0.0,1963-08-09,international_results
Jamaica,El Salvador,1.0,1.0,0.0,1963-08-09,international_results
Thailand,Japan,1.0,4.0,2.0,1963-08-10,international_results
South Korea,Thailand,5.0,1.0,1.0,1963-08-11,international_results
Malaysia,Vietnam Republic,0.0,5.0,2.0,1963-08-11,international_results
Malaysia,Taiwan,2.0,3.0,2.0,1963-08-12,international_results
Vietnam Republic,Japan,1.0,5.0,2.0,1963-08-12,international_results
South Korea,Japan,1.0,1.0,0.0,1963-08-13,international_results
South Korea,Vietnam Republic,3.0,1.0,1.0,1963-08-14,international_results
Malaysia,Thailand,2.0,2.0,0.0,1963-08-14,international_results
Sweden,Finland,0.0,0.0,0.0,1963-08-14,international_results
Sweden,Norway,0.0,0.0,0.0,1963-08-14,international_results
Taiwan,Japan,2.0,0.0,1.0,1963-08-15,international_results
Taiwan,Thailand,2.0,2.0,0.0,1963-08-16,international_results
Malaysia,South Korea,3.0,0.0,1.0,1963-08-16,international_results
Thailand,Vietnam Republic,2.0,3.0,2.0,1963-08-17,international_results
Taiwan,South Korea,1.0,0.0,1.0,1963-08-18,international_results
Fiji,Papua New Guinea,3.0,1.0,1.0,1963-08-29,international_results
Solomon Islands,Vanuatu,6.0,3.0,1.0,1963-08-30,international_results
Colombia,Costa Rica,4.0,5.0,2.0,1963-09-01,international_results
Fiji,Solomon Islands,5.0,0.0,1.0,1963-09-01,international_results
New Caledonia,Tahiti,2.0,1.0,1.0,1963-09-01,international_results
China,Myanmar,4.0,0.0,1.0,1963-09-04,international_results
Colombia,Costa Rica,1.0,0.0,1.0,1963-09-04,international_results
German DR,Bulgaria,1.0,1.0,0.0,1963-09-04,international_results
Poland,Norway,9.0,0.0,1.0,1963-09-04,international_results
Solomon Islands,Tahiti,0.0,18.0,2.0,1963-09-06,international_results
Fiji,New Caledonia,2.0,8.0,2.0,1963-09-06,international_results
Mauritius,Réunion,0.0,2.0,2.0,1963-09-08,international_results
Netherlands,Luxembourg,1.0,1.0,0.0,1963-09-11,international_results
Madagascar,Réunion,6.0,1.0,1.0,1963-09-15,international_results
Norway,Denmark,0.0,4.0,2.0,1963-09-15,international_results
Bulgaria,Sudan,1.0,1.0,0.0,1963-09-18,international_results
Sweden,Yugoslavia,3.0,2.0,1.0,1963-09-18,international_results
Poland,Turkey,0.0,0.0,0.0,1963-09-22,international_results
Russia,Hungary,1.0,1.0,0.0,1963-09-22,international_results
Austria,Republic of Ireland,0.0,0.0,0.0,1963-09-25,international_results
Martinique,Puerto Rico,6.0,0.0,1.0,1963-09-27,international_results
Germany,Turkey,3.0,0.0,1.0,1963-09-28,international_results
Kenya,Tanzania,4.0,1.0,1.0,1963-09-28,international_results
Bulgaria,France,1.0,0.0,1.0,1963-09-29,international_results
Uganda,Zanzibar,2.0,0.0,1.0,1963-09-29,international_results
Kenya,Zanzibar,1.0,0.0,1.0,1963-10-01,international_results
Tanzania,Uganda,1.0,1.0,0.0,1963-10-02,international_results
Tanzania,Zanzibar,2.0,1.0,1.0,1963-10-04,international_results
Kenya,Uganda,1.0,2.0,2.0,1963-10-05,international_results
Denmark,Sweden,2.0,2.0,0.0,1963-10-06,international_results
Yugoslavia,Hungary,2.0,0.0,1.0,1963-10-06,international_results
Liberia,Nigeria,2.0,2.0,0.0,1963-10-08,international_results
Turkey,Romania,0.0,0.0,0.0,1963-10-09,international_results
Japan,Vietnam Republic,2.0,1.0,1.0,1963-10-12,international_results
Northern Ireland,Scotland,2.0,1.0,1.0,1963-10-12,international_results
Wales,England,0.0,4.0,2.0,1963-10-12,international_results
Republic of Ireland,Austria,3.0,2.0,1.0,1963-10-13,international_results
Russia,Italy,2.0,0.0,1.0,1963-10-13,international_results
Paraguay,Argentina,0.0,4.0,2.0,1963-10-15,international_results
Suriname,Curaçao,2.0,3.0,2.0,1963-10-15,international_results
Greece,Poland,3.0,1.0,1.0,1963-10-16,international_results
German DR,Hungary,1.0,2.0,2.0,1963-10-19,international_results
Zambia,Kenya,0.0,1.0,2.0,1963-10-19,international_results
Netherlands,Belgium,1.0,1.0,0.0,1963-10-20,international_results
France,Bulgaria,3.0,1.0,1.0,1963-10-26,international_results
Nigeria,Liberia,3.0,0.0,1.0,1963-10-26,international_results
Hungary,Austria,2.0,1.0,1.0,1963-10-27,international_results
Romania,Yugoslavia,2.0,1.0,1.0,1963-10-27,international_results
Argentina,Paraguay,2.0,3.0,2.0,1963-10-29,international_results
Albania,Denmark,1.0,0.0,1.0,1963-10-30,international_results
Netherlands,Luxembourg,1.0,2.0,2.0,1963-10-30,international_results
Northern Ireland,Spain,0.0,1.0,2.0,1963-10-30,international_results
Cameroon,Togo,2.0,1.0,1.0,1963-10-31,international_results
Hungary,German DR,3.0,3.0,0.0,1963-11-03,international_results
Sweden,Germany,2.0,1.0,1.0,1963-11-03,international_results
Switzerland,Norway,0.0,2.0,2.0,1963-11-03,international_results
Yugoslavia,Czechoslovakia,2.0,0.0,1.0,1963-11-03,international_results
Scotland,Norway,6.0,1.0,1.0,1963-11-07,international_results
Italy,Russia,1.0,1.0,0.0,1963-11-10,international_results
France,Switzerland,2.0,2.0,0.0,1963-11-11,international_results
North Korea,Somalia,14.0,0.0,1.0,1963-11-11,international_results
China,Mali,3.0,1.0,1.0,1963-11-12,international_results
Egypt,North Vietnam,4.0,1.0,1.0,1963-11-12,international_results
Laos,North Vietnam,1.0,9.0,2.0,1963-11-13,international_results
Indonesia,Mali,3.0,2.0,1.0,1963-11-14,international_results
Egypt,Laos,15.0,0.0,1.0,1963-11-15,international_results
Indonesia,China,1.0,1.0,0.0,1963-11-16,international_results
Egypt,Saudi Arabia,7.0,0.0,1.0,1963-11-18,international_results
Indonesia,North Korea,1.0,5.0,2.0,1963-11-18,international_results
North Korea,North Vietnam,2.0,0.0,1.0,1963-11-19,international_results
England,Northern Ireland,8.0,3.0,1.0,1963-11-20,international_results
Hong Kong,Singapore,3.0,4.0,2.0,1963-11-20,international_results
Scotland,Wales,2.0,1.0,1.0,1963-11-20,international_results
Senegal,Ethiopia,1.0,2.0,2.0,1963-11-21,international_results
Egypt,North Korea,1.0,1.0,0.0,1963-11-22,international_results
Egypt,Nigeria,6.0,3.0,1.0,1963-11-24,international_results
Ghana,Tunisia,1.0,1.0,0.0,1963-11-24,international_results
Egypt,Sudan,2.0,2.0,0.0,1963-11-26,international_results
Ghana,Ethiopia,2.0,0.0,1.0,1963-11-26,international_results
Cyprus,Greece,3.0,1.0,1.0,1963-11-27,international_results
Ethiopia,Tunisia,4.0,2.0,1.0,1963-11-28,international_results
Nigeria,Sudan,0.0,4.0,2.0,1963-11-28,international_results
Egypt,Ethiopia,3.0,0.0,1.0,1963-11-30,international_results
Ghana,Sudan,3.0,0.0,1.0,1963-12-01,international_results
Morocco,Russia,1.0,1.0,0.0,1963-12-01,international_results
Spain,Belgium,1.0,2.0,2.0,1963-12-01,international_results
Luxembourg,Denmark,3.0,3.0,0.0,1963-12-04,international_results
Hong Kong,Thailand,3.0,3.0,0.0,1963-12-07,international_results
Kenya,Tanzania,6.0,2.0,1.0,1963-12-07,international_results
Vietnam Republic,Malaysia,5.0,3.0,1.0,1963-12-07,international_results
Denmark,Luxembourg,2.0,2.0,0.0,1963-12-10,international_results
Kenya,Uganda,1.0,1.0,0.0,1963-12-11,international_results
Malaysia,Thailand,3.0,1.0,1.0,1963-12-11,international_results
Vietnam Republic,Hong Kong,1.0,4.0,2.0,1963-12-11,international_results
Tanzania,Uganda,0.0,5.0,2.0,1963-12-13,international_results
Hong Kong,Malaysia,4.0,3.0,1.0,1963-12-14,international_results
Italy,Austria,1.0,0.0,1.0,1963-12-14,international_results
Vietnam Republic,Thailand,3.0,0.0,1.0,1963-12-14,international_results
Senegal,Guinea,1.0,1.0,0.0,1963-12-15,international_results
Tunisia,Algeria,0.0,0.0,0.0,1963-12-15,international_results
Philippines,Taiwan,0.0,7.0,2.0,1963-12-16,international_results
Myanmar,German DR,1.0,5.0,2.0,1963-12-17,international_results
Denmark,Luxembourg,1.0,0.0,1.0,1963-12-18,international_results
France,Belgium,1.0,2.0,2.0,1963-12-25,international_results
Morocco,Germany,1.0,4.0,2.0,1963-12-29,international_results
Cameroon,Guinea,1.0,5.0,2.0,1963-12-31,international_results
Algeria,Germany,2.0,0.0,1.0,1964-01-01,international_results
Hong Kong,Israel,0.0,3.0,2.0,1964-01-02,international_results
Saint Lucia,Saint Vincent and the Grenadines,2.0,2.0,0.0,1964-01-06,international_results
Dominica,Saint Vincent and the Grenadines,2.0,2.0,0.0,1964-01-07,international_results
Saint Lucia,Dominica,4.0,2.0,1.0,1964-01-08,international_results
Saint Lucia,Saint Vincent and the Grenadines,0.0,0.0,0.0,1964-01-10,international_results
Dominica,Saint Vincent and the Grenadines,1.0,1.0,0.0,1964-01-11,international_results
Sri Lanka,German DR,1.0,12.0,2.0,1964-01-12,international_results
Saint Lucia,Dominica,5.0,0.0,1.0,1964-01-12,international_results
Cameroon,Benin,2.0,4.0,2.0,1964-01-31,international_results
Cameroon,Congo,7.0,1.0,1.0,1964-02-02,international_results
Congo,Cameroon,4.0,4.0,0.0,1964-02-14,international_results
Ghana,German DR,3.0,0.0,1.0,1964-02-23,international_results
Sri Lanka,Indonesia,3.0,9.0,2.0,1964-02-23,international_results
Congo,DR Congo,0.0,0.0,0.0,1964-02-24,international_results
Sri Lanka,Indonesia,1.0,4.0,2.0,1964-02-29,international_results
Singapore,Japan,1.0,2.0,2.0,1964-03-03,international_results
Libya,Lebanon,0.0,1.0,2.0,1964-03-08,international_results
Spain,Republic of Ireland,5.0,1.0,1.0,1964-03-11,international_results
Ivory Coast,Mali,1.0,1.0,0.0,1964-03-15,international_results
Libya,Malta,2.0,2.0,0.0,1964-03-15,international_results
Bulgaria,Yugoslavia,0.0,1.0,2.0,1964-03-18,international_results
Egypt,Algeria,1.0,0.0,1.0,1964-03-20,international_results
Belgium,Netherlands,0.0,0.0,0.0,1964-03-22,international_results
Congo,Chad,11.0,0.0,1.0,1964-03-28,international_results
Yugoslavia,Bulgaria,1.0,0.0,1.0,1964-04-01,international_results
Guyana,Trinidad and Tobago,1.0,2.0,2.0,1964-04-05,international_results
Republic of Ireland,Spain,0.0,2.0,2.0,1964-04-08,international_results
Guyana,Trinidad and Tobago,1.0,6.0,2.0,1964-04-10,international_results
Italy,Czechoslovakia,0.0,0.0,0.0,1964-04-11,international_results
Scotland,England,1.0,0.0,1.0,1964-04-11,international_results
Guernsey,Alderney,3.0,0.0,1.0,1964-04-11,international_results
Guyana,Trinidad and Tobago,1.0,4.0,2.0,1964-04-12,international_results
Netherlands,Austria,1.0,1.0,0.0,1964-04-12,international_results
